,date,breed,color,name,sex,state
13609,2018-09-04T00:00:00+00:00,Chihuahua/italian greyhound,Red Brindle,Bella,F/S,Matched
13610,2018-09-04T00:00:00+00:00,French Bulldog,Brindle,Tucker,M/N,Matched
13611,2018-09-04T00:00:00+00:00,Pit Bull,White,Rosco,M/N,Matched
13612,2018-09-04T00:00:00+00:00,Pitbull/Lab X,Dk Brown/Black w/ white,Justice,F,Matched
13613,2018-09-04T00:00:00+00:00,Yorkshire Terrier,"Brown, black & Gray",Simona,F,Matched
13614,2018-09-05T00:00:00+00:00,Cat - DSH,"Black, Brown & Beige",Kimchi,F,Matched
13615,2018-09-05T00:00:00+00:00,Cat - DSH?,Grey & White,Ferro,X,Lost
13616,2018-09-05T00:00:00+00:00,Chi/Beagle/Shih Tzu X,Black and white,Lensay,M,Matched
13617,2018-09-06T00:00:00+00:00,Cat - DSH,Black,Beast,M/N,Matched
13618,2018-09-06T00:00:00+00:00,Chihuahua,"Black, white & tan",Leo,M/N,Lost
13619,2018-09-06T00:00:00+00:00,Husky X,White & grey,Love,F,Matched
13620,2018-09-06T00:00:00+00:00,Yorkie/Maltese X Puppy,Black & Brown,Not Named Yet,F,Matched
13621,2018-09-07T00:00:00+00:00,Beagle,"White, black & brown",Cohen,M/N,Matched
13622,2018-09-07T00:00:00+00:00,Cat - DMH,Grey & Black Tabby,Xena,F/S,Matched
13623,2018-09-07T00:00:00+00:00,Cat - DSH,White w/ black spots,Spock,M/N,Matched
13624,2018-09-07T00:00:00+00:00,Cat - DSH?,Black,Fitzy,M,Matched
13625,2018-09-10T00:00:00+00:00,Boston Terrier X Chihuahua,Black & White,Roxy,F/S,Matched
13626,2018-09-10T00:00:00+00:00,Pit Bull,Grey,Tally,F,Matched
13627,2018-09-11T00:00:00+00:00,Cat - DSH Tabby,"Grey, black & white",Missy/Fuzzboo,F,Matched
13628,2018-09-12T00:00:00+00:00,Cat -DMH Tabby,Orange & Beige White,Latte,M,Matched
13629,2018-09-12T00:00:00+00:00,Chihuahua,White & Tan,Coco,F/S,Matched
13630,2018-09-12T00:00:00+00:00,Terrier,Tan & White,Conan,M/N,Matched
13631,2018-09-13T00:00:00+00:00,Dane/Lab/Husky X,Grey & Black,Charley,F/S,Matched
13632,2018-09-14T00:00:00+00:00,Shih Tzu,White,Muni,F,Matched
13633,2018-09-14T00:00:00+00:00,Yorkshire Terrier,Grey & Tan,Coco,M/N,Matched
13634,2018-09-16T00:00:00+00:00,Cat - DSH Tabby,Orange,Maisy,F,Lost
13635,2018-09-18T00:00:00+00:00,Poodle X,brown/grey & light brown,Nova,F/S,Matched
13636,2018-09-18T00:00:00+00:00,Pug,Tan & Black,8 Ball,M,Lost
13637,2018-09-19T00:00:00+00:00,Dachshund,Black & tan,Fringe,M/N,Matched
13638,2018-09-19T00:00:00+00:00,"Daschund, Long Haired",Brown & Black,Truffle,F,Matched
13639,2018-09-19T00:00:00+00:00,Shih Tzu,White & Grey,Jessy,M/N,Lost
13640,2018-09-20T00:00:00+00:00,Shihtzu/Daschund x 2?,Light Brown,Not Provided,X,Matched
13641,2018-09-22T00:00:00+00:00,Shiba Inu,Tan,Kaya,M/N,Matched
13642,2018-09-23T00:00:00+00:00,Staffie/Border Collie X,Black w/white chest,Lotus,F/S,Matched
13643,2018-09-24T00:00:00+00:00,Chihuahua X,"Black, white and tan",Leo,M,Lost
13644,2018-09-25T00:00:00+00:00,"Amer. Pitbull x, Blue Nose",Tan Brindle w/ white paws,Titan,M/N,Matched
13645,2018-09-25T00:00:00+00:00,Cat - DSH Tabby,Silver & black,Bella,F/S,Matched
13646,2018-09-25T00:00:00+00:00,Pomeranian,Red w/ white feet,Butters,M,Lost
13647,2018-09-27T00:00:00+00:00,Cat - DLH Tabby,Grey with white under tail,Kingsley,M,Lost
13648,2018-09-27T00:00:00+00:00,Cat - DLH Tabby,Orange,Missy,F/S,Lost
13649,2018-09-27T00:00:00+00:00,Cat - DSH Tabby,Tan w/white belly/paws/face,Unknown,F,Lost
13650,2018-09-27T00:00:00+00:00,Chihuahua,White w/Brown (Spotted),Honey,F/S,Matched
13651,2018-09-28T00:00:00+00:00,Cat - DLH/Minx,Tortoise Shell,Pele,F,Lost
13652,2018-09-28T00:00:00+00:00,Pit X,Tan Brindle w/ white,Savage,M,Lost
13653,2018-09-28T00:00:00+00:00,Rabbit - Sable,Black,Nowell,F/S,Lost
13654,2018-09-29T00:00:00+00:00,Pit Bull,Black & White,Sadie,F,Matched
13655,2018-09-29T00:00:00+00:00,Poodle,White,Polo,M/N,Matched
13656,2018-09-30T00:00:00+00:00,Bernese Mtn. Dog,"Black, White and Tan",Hank,M/N,Matched
13657,2018-09-30T00:00:00+00:00,Cat - DSH,Grey w/White chest & chin,Pi,F,Matched
13658,2018-09-30T00:00:00+00:00,Cat - DSH,White,Sugar,M,Lost
13659,2018-09-30T00:00:00+00:00,Cat - DSH?,Grey & Golden,unknown,M/N,Matched
13660,2018-10-01T00:00:00+00:00,Jack Russell Terrier,White w/ black dots,Ktchu,F,Matched
13661,2018-10-02T00:00:00+00:00,French Bulldog,Black & white,Shiq,M,Lost
13662,2018-10-02T00:00:00+00:00,Poodle/Aus. Shepherd X,White & Black points,Vienna,M/N,Matched
13663,2018-10-03T00:00:00+00:00,Chow Chow,Black,Romeo,M/N,Matched
13664,2018-10-03T00:00:00+00:00,Pitbull/Mastiff X,White w/ black snout,Blondie,F,Matched
13665,2018-10-04T00:00:00+00:00,Cat - DLH,Brown/light brown/white,Jingle Bell,M,Lost
13666,2018-10-04T00:00:00+00:00,Maltese,White,Kobe,M/N,Matched
13667,2018-10-04T00:00:00+00:00,Shih Tzu,Black & White,Chewy,M/N,Matched
13668,2018-10-05T00:00:00+00:00,Cav. King Charles Span.,White & Brown,Coco,F,Matched
13669,2018-10-05T00:00:00+00:00,Rabbit,Black,Noelle,F,Lost
13670,2018-10-06T00:00:00+00:00,Bassett Hound/Boston Terrier X,Black & White,Tinkerbell,F,Matched
13671,2018-10-06T00:00:00+00:00,Dachshund X,Black & Tan,Lola,F/S,Matched
13672,2018-10-06T00:00:00+00:00,Malamute,Black & White,Alfa,M,Matched
13673,2018-10-06T00:00:00+00:00,Poodle X,White,Ruby,F,Matched
13674,2018-10-06T00:00:00+00:00,Shih Tzu,Black & white,Tea,F/S,Matched
13675,2018-10-09T00:00:00+00:00,Beagle,Brown & white,Blue,M,Lost
13676,2018-10-09T00:00:00+00:00,Cat - DSH Tabby,Brown & Black,Charlie,M/N,Lost
13677,2018-10-09T00:00:00+00:00,Eng. Bulldog,Red & White,Steve,M/N,Matched
13678,2018-10-10T00:00:00+00:00,Cat - DMH Tabby,Grey & Black,Tiger Lily,F/S,Lost
13679,2018-10-10T00:00:00+00:00,Cat - DSH Buff Tabby,Orange and White,Larry,M/N,Matched
13680,2018-10-10T00:00:00+00:00,Cat - DSH Calico,Grey & Pinky?,Bella,F/S,Lost
13681,2018-10-10T00:00:00+00:00,Staffordshire Bull Terrier,Black w/ brindle & White,Soda,F,Matched
13682,2018-10-11T00:00:00+00:00,NS Duck Toll. Retriever,Lt. Orange/brown & white,Daisy,F,Matched
13683,2018-10-12T00:00:00+00:00,Chihuahua,White & Brown,Mogoli,M,Matched
13684,2018-10-12T00:00:00+00:00,Husky/Wolf X,"Red, Rusty Brown & White",Chino,M/N,Lost
13685,2018-10-12T00:00:00+00:00,Lab X,Tan,Jack,M/N,Matched
13686,2018-10-13T00:00:00+00:00,Komondor,Cream,Misha,F,Matched
13687,2018-10-13T00:00:00+00:00,Pomeranian,Yellow,Taro,F,Matched
13688,2018-10-16T00:00:00+00:00,Cat - DLH,White & Black,Chaos,M/N,Lost
13689,2018-10-16T00:00:00+00:00,Cat - DLH Tabby,Grey,Charlie,M,Matched
13690,2018-10-16T00:00:00+00:00,Shiba Inu X,Tan w/ white,Wong Choi aka Brownie,M,Matched
13691,2018-10-17T00:00:00+00:00,Cat - DSH,Black,Misty,F,Lost
13692,2018-10-17T00:00:00+00:00,Golden Retriever,Golden,Cody,M,Matched
13693,2018-10-17T00:00:00+00:00,Ridgeback/Boxer/Shepherd X,Brown,Jada,F/S,Lost
13694,2018-10-18T00:00:00+00:00,Chihuahua/Pomeranian X,Grey,Buddy,F/S,Matched
13695,2018-10-18T00:00:00+00:00,Pit Bull,Brown w/stripes(brindle?),Rupi,M/N,Matched
13696,2018-10-19T00:00:00+00:00,Cat - DSH,Black & White,Coco,F/S,Lost
13697,2018-10-19T00:00:00+00:00,Korean Jindo,Tan,"Otis aka ""Dodo E""",M/N,Matched
13698,2018-10-19T00:00:00+00:00,Mixed Breed,Light Beige,Buttercup,F,Matched
13699,2018-10-21T00:00:00+00:00,Maltese,White,Maddox,M/N,Matched
13700,2018-10-21T00:00:00+00:00,Shih Tzu,Brown,Fanu,M,Lost
13701,2018-10-22T00:00:00+00:00,"Bird, Budgie","Blue, white & black",Snowflake,F,Lost
13702,2018-10-22T00:00:00+00:00,Cat - DSH Tabby,Grey & Black,Snoop,M,Matched
13703,2018-10-22T00:00:00+00:00,Cat - DSH Tuxedo,Black & White,Oreo,M/N,Lost
13704,2018-10-22T00:00:00+00:00,Shiba Inu,Black,Damian,M/N,Matched
13705,2018-10-23T00:00:00+00:00,Cat - D?H Tabby,Grey,Pipoca,M/N,Lost
13706,2018-10-23T00:00:00+00:00,Germ. S/Haired Pointer,Brown,Smalls,M/N,Matched
13707,2018-10-24T00:00:00+00:00,Boston Terrier,Black,Naya,F,Matched
13708,2018-10-24T00:00:00+00:00,Cat - D?H,Grey w/white paws & chest,Ophelia,F,Lost
13709,2018-10-25T00:00:00+00:00,Cat - D?H,Orange/White,Peter,M,Lost
13710,2018-10-25T00:00:00+00:00,Cat - DSH Calico,"Black, White & Orange",Musette,F/S,Lost
13711,2018-10-26T00:00:00+00:00,Cat - DSH Tabby,"Brown, Black & white",Scappys,F/S,Lost
13712,2018-10-26T00:00:00+00:00,Shih Tzu,White,Bucky,M,Matched
13713,2018-10-26T00:00:00+00:00,Silky Terrier,Blonde w/grey,Parker,M,Matched
13714,2018-10-27T00:00:00+00:00,Chihuahua,Brown & Tan,Diablo,M/N,Lost
13715,2018-10-28T00:00:00+00:00,Airedale,Brown,Molly,F/S,Matched
13716,2018-10-28T00:00:00+00:00,Chihuahua,"White, Black & Brown (tri)",Plankton,M/N,Matched
13717,2018-10-29T00:00:00+00:00,Boston Terrier,Black & White,Roxy,F/S,Lost
13718,2018-10-30T00:00:00+00:00,Cat - DSH,Black,Twinkle,F,Lost
13719,2018-10-31T00:00:00+00:00,Cat - DSH Tabby,black and brown,Charlie,M/N,Lost
13720,2018-11-01T00:00:00+00:00,"Bird, Conure",Green and Yellow,unknown,X,Lost
13721,2018-11-01T00:00:00+00:00,Cat - DSH Tabby,Orange,Louie,M/N,Lost
13722,2018-11-01T00:00:00+00:00,Puggle,Brown w/ black,Sammy,M/N,Matched
13723,2018-11-01T00:00:00+00:00,Shiba Inu,Brown w/Creamy paws/belly,Lilo,M,Matched
13724,2018-11-03T00:00:00+00:00,Cat - DSH tabby,Grey w/peachy face,Jojo,M/N,Lost
13725,2018-11-04T00:00:00+00:00,Cane Corso/Mastiff X,Black,Kora,F,Matched
13726,2018-11-04T00:00:00+00:00,Germ. Shepherd,Black,Maya,F/S,Matched
13727,2018-11-06T00:00:00+00:00,Cat - D?H,Black,unknown,F/S,Lost
13728,2018-11-07T00:00:00+00:00,Cat - DMH,Grey w/ white,Emilio,M/N,Matched
13729,2018-11-07T00:00:00+00:00,Terrier,White,Vinny,M/N,Matched
13730,2018-11-08T00:00:00+00:00,Cat - DSH,Black & white,Panda,M/N,Matched
13731,2018-11-08T00:00:00+00:00,Shiba Inu,Brown w/ some white,Abby,F/S,Matched
13732,2018-11-09T00:00:00+00:00,JRT/Chihuahua x,Golden/White,Maya,F,Matched
13733,2018-11-10T00:00:00+00:00,G.S.H. Pointer,Brown & white,Derrick,M/N,Matched
13734,2018-11-12T00:00:00+00:00,Border Collie X,Black & White,Chopper,M/N,Lost
13735,2018-11-12T00:00:00+00:00,Border Collie/Burmese x,Black & White,Bailey,F,Matched
13736,2018-11-12T00:00:00+00:00,Mastiff,White,Mr. Bruce,M,Lost
13737,2018-11-12T00:00:00+00:00,Shih Tzu,White w/Brown on Back,Dede,M,Lost
13738,2018-11-13T00:00:00+00:00,Amer. Bull Mastiff,White,Mr. Bruce,M,Matched
13739,2018-11-13T00:00:00+00:00,Cat - DSH,Black,Licorice,M/N,Lost
13740,2018-11-13T00:00:00+00:00,Labradoodle,Chocolate Brown,Bowen,M/N,Matched
13741,2018-11-16T00:00:00+00:00,Cat - DMH Maine Coon/Tabby,Black/Grey/ Taupe/ White,Piper or Pippy,F/S,Matched
13742,2018-11-16T00:00:00+00:00,Rat Terrier X,White & Tan,Tika,F,Matched
13743,2018-11-23T00:00:00+00:00,Terrier,Cream,Charlie,M,Matched
13744,2018-11-25T00:00:00+00:00,Border collie/Kelpie Mix,Black,Bo,M/N,Matched
13745,2018-11-26T00:00:00+00:00,Cat - DSH Tabby,Grey/Black/Cream/Tan,Mia,F/S,Lost
13746,2018-11-29T00:00:00+00:00,Shih Tzu/lhasa apso x,Grey,sammie,M/N,Matched
13747,2018-11-30T00:00:00+00:00,JRT X,White w/Brown patches,Mishah,F,Matched
13748,2018-12-01T00:00:00+00:00,Taiwanese Mtn Dog,Grey/Blk/Tan Brindle,Roxy,F/S,Lost
13749,2018-12-01T00:00:00+00:00,Terrier/Poodle X,White & Greyish,Mikey,M/N,Matched
13750,2018-12-02T00:00:00+00:00,Shepherd X,Brown & Grey,Little Foot,M/N,Matched
13751,2018-12-05T00:00:00+00:00,Golden Retriever,Cream,Kero,M,Lost
13752,2018-12-06T00:00:00+00:00,Mastiff,Red,,M,Matched
13753,2018-12-06T00:00:00+00:00,Shepherd/Rodesian Ridgeback X,"Brown, Light & dark",Sami,F/S,Matched
13754,2018-12-10T00:00:00+00:00,Cat - DSH Torbie,Black & brownish (Torbie),,F,Lost
13755,2018-12-11T00:00:00+00:00,Jack Russell Terrier,White w/ black patches,Cornelius Black,M,Lost
13756,2018-12-12T00:00:00+00:00,Border Collie,Black & White,Haille,F,Matched
13757,2018-12-12T00:00:00+00:00,Cat - DSH,Black,Cinder,F/S,Lost
13758,2018-12-12T00:00:00+00:00,Chihuahua,Black and tan,Coco,F,Lost
13759,2018-12-13T00:00:00+00:00,Cat - DLH,Black & white,Zeros,F,Lost
13760,2018-12-16T00:00:00+00:00,Boston Terrier,Black & White,Austin,M/N,Matched
13761,2018-12-16T00:00:00+00:00,Italian Greyhound,Tan,Luongo,M/N,Matched
13762,2018-12-16T00:00:00+00:00,Saluki,White,Mila,X,Matched
13763,2018-12-16T00:00:00+00:00,Staffordshire Bull Terrier,Grey & White,Xie Xie,M,Matched
13764,2018-12-18T00:00:00+00:00,Amer. Staffie X,White,Brewster,M,Lost
13765,2018-12-18T00:00:00+00:00,Aust. Shepherd,"Black, white & grey",Not Provided,F,Matched
13766,2018-12-18T00:00:00+00:00,Cocker Spaniel,Tan,Lola,F,Matched
13767,2018-12-19T00:00:00+00:00,Cat - DLH Main Coon,Grey,Chubba Wabba,M,Lost
13768,2018-12-19T00:00:00+00:00,Shih Tzu,White,Not provided,X,Matched
13769,2018-12-20T00:00:00+00:00,Cat - DSH,Ginger & white,Calvin,M/N,Lost
13770,2018-12-20T00:00:00+00:00,Germ. S/Haired Pointer,White w/ brown spots,Smalls,M/N,Matched
13771,2018-12-20T00:00:00+00:00,Pomeranian,Beige/Sandy,Paz,M,Matched
13772,2018-12-21T00:00:00+00:00,Catahoula Dog,Dark Grey with Black Spots,Lizzie,F/S,Matched
13773,2018-12-22T00:00:00+00:00,GSD/Husky X,Brown,Mishka,F/S,Matched
13774,2018-12-24T00:00:00+00:00,Aust. Cattle Dog,White & Black,Moti,M/N,Matched
13775,2018-12-24T00:00:00+00:00,Maltese & Chinese Crested,White,Norman,M,Matched
13776,2018-12-27T00:00:00+00:00,Chihuahua,Golden/Cream & white,Monty,M,Matched
13777,2018-12-28T00:00:00+00:00,Rottie X,Black/Lt. Brown/White Chest,Sagr,M,Matched
13778,2018-12-29T00:00:00+00:00,Labrador,Brown,Bella,F/S,Matched
13779,2018-12-30T00:00:00+00:00,Boston Terrier,Grey & White,Lily,F/S,Lost
13780,2018-12-30T00:00:00+00:00,NS Duck Toll. Retriever,Red & White,Sunny,M,Matched
13781,2018-12-31T00:00:00+00:00,Bernese Mtn. Dog,Blue,Princess,F/S,Matched
13782,2018-12-31T00:00:00+00:00,Cat - DSH Tabby,"Black, tan w/ white",Hazel,F,Matched
13783,2018-12-31T00:00:00+00:00,Labrador,Golden,Chase,M,Matched
13784,2019-01-01T00:00:00+00:00,Shih Tzu,Brown,Chloe,F/S,Matched
13785,2019-01-02T00:00:00+00:00,Bernese Mtn. Dog,"Black, Brown & White",Kobe,M,Matched
13786,2019-01-04T00:00:00+00:00,Labrador,Black,Stella,F/S,Matched
13787,2019-01-06T00:00:00+00:00,Cat - DMH,Black & White,Mr. Dotty,M,Matched
13788,2019-01-06T00:00:00+00:00,Germ. S/Haired Pointer,Brown and white,Bruna,F,Matched
13789,2019-01-06T00:00:00+00:00,Poodle X,Tan,Dong Fang,F,Matched
13790,2019-01-06T00:00:00+00:00,Schnauzer,Black & White,Lucy,F/S,Matched
13791,2019-01-06T00:00:00+00:00,Yorkie X,White,Berry,M,Matched
13792,2019-01-07T00:00:00+00:00,Cat - Maine Coon,Grey,Olive,F/S,Matched
13793,2019-01-08T00:00:00+00:00,Cat - DSH Tabby,Orange & White,Prince,M/N,Matched
13794,2019-01-11T00:00:00+00:00,.Unknown Breed Mix,"Tan, Brown & White",Fergie,F/S,Matched
13795,2019-01-12T00:00:00+00:00,Pom/Chihuahua X,Tan & Beige,Peaches,F/S,Lost
13796,2019-01-13T00:00:00+00:00,Aust. Shepherd,White & Black,Kora,F/S,Matched
13797,2019-01-14T00:00:00+00:00,Pug/Cavelier X,Beige & Orange,Riley,F/S,Matched
13798,2019-01-14T00:00:00+00:00,Shepherd,Black & Tan,Kahn,M/N,Matched
13799,2019-01-15T00:00:00+00:00,Yorkie/Maltese X,Grey & White,Mortie,M/N,Matched
13800,2019-01-17T00:00:00+00:00,Pit Bull,Blue & White,Faro,M,Matched
13801,2019-01-17T00:00:00+00:00,Retriever,Tan w/ white colouring,Ruby,F/S,Matched
13802,2019-01-18T00:00:00+00:00,Golden/Husky X,Golden,Goldie,M,Matched
13803,2019-01-18T00:00:00+00:00,Goldendoodle,Golden,Buddy,F/S,Matched
13804,2019-01-19T00:00:00+00:00,Brittany Spaniel,White w/Orange Brown Patches,Hermoine,F/S,Matched
13805,2019-01-19T00:00:00+00:00,Chihuahua X,unknown,Rocko,M,Lost
13806,2019-01-19T00:00:00+00:00,Labrador,Black,Kane,M,Matched
13807,2019-01-20T00:00:00+00:00,Pomeranian,Black,Jasmine,F/S,Matched
13808,2019-01-20T00:00:00+00:00,Shih Tzu,White & Brown,Nina,F,Lost
13809,2019-01-22T00:00:00+00:00,Siberian Husky,White & Black,Dallas,F,Matched
13810,2019-01-23T00:00:00+00:00,Pomeranian,Tan & golden/whitish,Chanel,F,Lost
13811,2019-01-25T00:00:00+00:00,Cat - DSH,Brown & Cream,Abby,F/S,Lost
13812,2019-01-25T00:00:00+00:00,Italian Mastiff/Pibull X,Golden Brown,Roco,M,Lost
13813,2019-01-25T00:00:00+00:00,Japanese Spitz,White,Teddy,M,Matched
13814,2019-01-25T00:00:00+00:00,Labradoodle,Cream,Brody,M/N,Matched
13815,2019-01-27T00:00:00+00:00,Mixed Breed,Black,Beau,M/N,Matched
13816,2019-01-29T00:00:00+00:00,Pit Bull,Grey,unknown,F,Lost
13817,2019-01-29T00:00:00+00:00,Pointer,Black & White,ACE,M,Matched
13818,2019-02-01T00:00:00+00:00,Cat - DMH Siamese Manx X,white/grey with spot and lions,Tyler & Tiger,M,Lost
13819,2019-02-01T00:00:00+00:00,Cat - DSH,Black w/ white on chest,Prince,F,Lost
13820,2019-02-01T00:00:00+00:00,Coton de Tulear,White,Luc,M/N,Matched
13821,2019-02-02T00:00:00+00:00,Shiba Inu,Tan and White spots,Mocha,M,Matched
13822,2019-02-02T00:00:00+00:00,Terrier X,Black/Brown w/ white tuft,Lilly,F/S,Matched
13823,2019-02-05T00:00:00+00:00,Cat - DSH,Black & White,BooBoo,M,Lost
13824,2019-02-05T00:00:00+00:00,Pit Bull,Blue,Jada,F,Lost
13825,2019-02-06T00:00:00+00:00,GSD/Husky X,Black and Grey,Jasper,F/S,Matched
13826,2019-02-07T00:00:00+00:00,Chihuahua,"Brown, Grey & White",Teflon,F,Matched
13827,2019-02-07T00:00:00+00:00,Formosan Mtn Dog X,Black w/ white,Eko,M/N,Matched
13828,2019-02-08T00:00:00+00:00,Anatolian Shepherd,Beige & Grey,Balthazar,M,Matched
13829,2019-02-08T00:00:00+00:00,Bichon Frise,White,Maddy,F/S,Matched
13830,2019-02-08T00:00:00+00:00,Cat - DSH Tabby,Grey & Black,Luna,F/S,Matched
13831,2019-02-09T00:00:00+00:00,"Bird, Quaker Parrot",Green w/ grey bib & blue tail,Boo Boo,M,Lost
13832,2019-02-09T00:00:00+00:00,Pomeranian,Light Brown,Taro,F,Matched
13833,2019-02-10T00:00:00+00:00,Cat - DSH Tabby,"Black, white w/tan",unknown,F,Lost
13834,2019-02-10T00:00:00+00:00,Eng. Bulldog,Brown,Frank,M,Matched
13835,2019-02-10T00:00:00+00:00,Husky/Pomeranian X,Grey/White,Auri,,Matched
13836,2019-02-11T00:00:00+00:00,"Bird, Quaker Parrot",Green and cream,,X,Lost
13837,2019-02-11T00:00:00+00:00,Standard Poodle,Apricot,Seger and Lucy,M,Matched
13838,2019-02-12T00:00:00+00:00,Norwegian Elkhound,Black & Grey,Kilo,M/N,Matched
13839,2019-02-12T00:00:00+00:00,Siberian Husky,White & Black,Phantom,M/N,Matched
13840,2019-02-12T00:00:00+00:00,Siberian Husky,White & Gold,Ghost,M/N,Matched
13841,2019-02-13T00:00:00+00:00,Corgi,"Black, white & tan",Vino,F,Matched
13842,2019-02-13T00:00:00+00:00,Germ. Shepherd,Black & Golden,Xiao Hei,M,Matched
13843,2019-02-14T00:00:00+00:00,Germ. Shepherd,Gold & Brown,Achilles,M/N,Matched
13844,2019-02-14T00:00:00+00:00,Labrador,Brown,Bella,F/S,Matched
13845,2019-02-14T00:00:00+00:00,St. Bernard/Bernese Mtn. Puppy,Brown & White,Taro,M,Matched
13846,2019-02-15T00:00:00+00:00,"Bird, Cockatiel",White & Yellow,Hansie,X,Lost
13847,2019-02-16T00:00:00+00:00,Yorkie X,"Black, Tan & Grey",Tiko,M,Matched
13848,2019-02-18T00:00:00+00:00,Collie Mix,"Brown, white w/black on ears",Sissy,F/S,Matched
13849,2019-02-19T00:00:00+00:00,Miniature Poodle,White,Brie,F,Matched
13850,2019-02-21T00:00:00+00:00,Cat - DMH,Brown & white,Emma,F,Matched
13851,2019-02-21T00:00:00+00:00,Maltese,White,Mickey,M/N,Matched
13852,2019-02-22T00:00:00+00:00,Pomeranian,White/Beige,Noodle,M/N,Matched
13853,2019-02-23T00:00:00+00:00,"Bird, Conure","Green, Yellow & Yellow",Ari,F,Lost
13854,2019-02-23T00:00:00+00:00,Shih Tzu X,White,Vanilla Ice,M,Matched
13855,2019-02-24T00:00:00+00:00,Cat - DSH Tabby,Orange,Max,M/N,Lost
13856,2019-02-24T00:00:00+00:00,Germ. Shepherd,Black and Beige,Nunu,M,Matched
13857,2019-02-24T00:00:00+00:00,Husky,White,Thunder,M,Matched
13858,2019-02-24T00:00:00+00:00,Newfoundland,Black with white chest,Harold,M/N,Matched
13859,2019-02-25T00:00:00+00:00,Shepherd X,Brown/tan/black,Rose,F,Matched
13860,2019-02-26T00:00:00+00:00,Husky,White,Sadie,F,Matched
13861,2019-02-27T00:00:00+00:00,Cat - DSH Tabby,Grey & Brown,Mao,M/N,Matched
13862,2019-02-27T00:00:00+00:00,Havanese/Poodle X,Grey & Black,Lady,F/S,Matched
13863,2019-02-28T00:00:00+00:00,Chihuahua,Tan w/ white,Bean,M/N,Matched
13864,2019-02-28T00:00:00+00:00,Pug,Beige w/ black face,Mikey,F,Lost
13865,2019-03-01T00:00:00+00:00,Maltese,White,Whitney,F,Matched
13866,2019-03-01T00:00:00+00:00,Pit Bull,Grey & White,Blu,M,Lost
13867,2019-03-02T00:00:00+00:00,Daschund/Bichon Frise X,"White, brown & black",Teddy,M/N,Matched
13868,2019-03-03T00:00:00+00:00,Corgi,"Brown, White & Black",Jimmy,M/N,Matched
13869,2019-03-04T00:00:00+00:00,Basset Hound,Tan,Riggs,M/N,Matched
13870,2019-03-05T00:00:00+00:00,Shepherd/Chow Mix,Black & Brown,Khan or Kahn,M/N,Matched
13871,2019-03-06T00:00:00+00:00,Cat - DSH,Black,No Name,F/S,Lost
13872,2019-03-07T00:00:00+00:00,Cat - DLH Siamese,White & brown Lynx Point,Bandit,F/S,Matched
13873,2019-03-07T00:00:00+00:00,Maltese/Yorkie X,Brown,Morkie,M,Matched
13874,2019-03-07T00:00:00+00:00,Pomeranian/German Spitz X,Orange,Fifi,F/S,Matched
13875,2019-03-07T00:00:00+00:00,Poodle/Maltese X,White,Luna,F,Matched
13876,2019-03-08T00:00:00+00:00,Chihuahua/Yorkie X,Brown/White,Lily-Shepherd,F,Lost
13877,2019-03-08T00:00:00+00:00,Siberian Husky,White & Grey,Ellbee,F/S,Matched
13878,2019-03-09T00:00:00+00:00,Pitbull X,Black,Leo,M,Matched
13879,2019-03-11T00:00:00+00:00,Cat - DSH Tuxedo,Black & White,Blade,M,Lost
13880,2019-03-11T00:00:00+00:00,Catahoula Dog,White & Black,Milo,M/N,Lost
13881,2019-03-11T00:00:00+00:00,Husky,Black & White,Jack,X,Matched
13882,2019-03-12T00:00:00+00:00,Cat - DSH British Fold,Silver,Wonton,M,Matched
13883,2019-03-12T00:00:00+00:00,Eng. Bulldog,Brown & White,Pork Chop,M/N,Matched
13884,2019-03-13T00:00:00+00:00,Cat - DSH,Black & White tuxedo,Pickles,M/N,Matched
13885,2019-03-13T00:00:00+00:00,Corgi,"Black, white & brown",Lumi,M/N,Matched
13886,2019-03-14T00:00:00+00:00,Golden Retriever/Shepherd X,Golden,Charlie,M,Lost
13887,2019-03-15T00:00:00+00:00,Tabby,brown 4 white paws and bib,Lux,F/S,Matched
13888,2019-03-16T00:00:00+00:00,Beagle,"White, Brown & Black",Babbs,F/S,Matched
13889,2019-03-16T00:00:00+00:00,Saluki/Lab X,Cream,Cleo,F/S,Matched
13890,2019-03-18T00:00:00+00:00,Cat - DSH,Red & Gray Stripes,Tigger,,Matched
13891,2019-03-18T00:00:00+00:00,French Bulldog,Brindle,Chino,M/N,Matched
13892,2019-03-18T00:00:00+00:00,Shih Tzu,White,Tucker,M/N,Matched
13893,2019-03-19T00:00:00+00:00,Chihuahua,Brown & Golden,Xhe Xhe,M/N,Matched
13894,2019-03-19T00:00:00+00:00,Corgie & American Eskimo,White,DoeDoe,M,Matched
13895,2019-03-19T00:00:00+00:00,Pit Bull,Black with White Markings,Chula,F/S,Matched
13896,2019-03-19T00:00:00+00:00,Pomeranian,Brown,Bambie,,Matched
13897,2019-03-20T00:00:00+00:00,.Unknown Breed Mix,White,Joey,M/N,Matched
13898,2019-03-20T00:00:00+00:00,Maltese,White,Teddy,M/N,Matched
13899,2019-03-21T00:00:00+00:00,Cat - DSH Tabby,"Grey, Orange, Black & White",Teegs,F/S,Matched
13900,2019-03-21T00:00:00+00:00,Jack Russell Terrier,White & Tan,Conan,M,Matched
