,date,breed,color,sex,state,name
423,1999-06-26,shih tzu mix,['tan'],m,lost,sandy
424,1999-06-27,husky mix wolf,['blonde'],f,matched,nikita
425,1999-06-27,terr?,['white'],unknown,found,unknown
426,1999-06-28,husky mix puppy,"['cream ', 'rust']",m,matched,unknown
427,1999-06-28,lab,['black'],m,matched,unknown
428,1999-06-28,lhasa apso,"['tan', 'cream']",f/s,matched,zsazsa
429,1999-06-28,maltese,['white'],m,found,unknown
430,1999-06-28,retriever,['gold'],m,found,unknown
431,1999-06-28,shih tzu ?,['tan'],f,found,unknown
432,1999-06-29,britany spaniel,"['white', 'red']",m/n,matched,duke
433,1999-06-29,lab mix rotty,['red'],m,matched,tray
434,1999-06-29,lab mix shep ?,"['black', 'brown']",f,matched,unknown
435,1999-06-29,rottweiler mix,"['black', 'tan']",unknown,lost,tiny
436,1999-06-29,shep mix,['black'],unknown,matched,unknown
437,1999-06-29,shepherd,"['black', 'tan']",m,lost,little yellow
438,1999-06-30,husky mix wolf,"['black', 'tan']",f/s,matched,shadow
439,1999-07-01,husky mix,"['black', 'white']",f,matched,unknown
440,1999-07-01,husky mix sheperd,"['grey', 'white', 'black']",f/s,lost,chiri
441,1999-07-01,pitbull mix,"['black', 'white']",m,found,unknown
442,1999-07-02,cocker spaniel,['blonde'],m,lost,sammy
443,1999-07-02,lab mix,['black'],f,lost,shadow
444,1999-07-02,rottweiller,"['black', 'tan']",m,lost,rex
445,1999-07-03,carin terrier (shaved),"['black', 'brown']",m/n,matched,cody
446,1999-07-03,doberman,"['black', 'tan']",m/n,lost,brody
447,1999-07-03,pitbull,['tan'],m/n,matched,buddy
448,1999-07-04,carin terrier (shaved),['brindle'],f/s,lost,kizzy
449,1999-07-04,lab mix retriever,['golden'],f/s,lost,athena
450,1999-07-04,long haired dacshund,['red'],f/s,matched,sasha
451,1999-07-04,mailese mix,['white'],m,found,unknown
452,1999-07-04,malt mix pom,"['tan', 'white']",m/n,lost,snuffy
453,1999-07-04,shep mix,"['black', 'tan']",m/n,lost,gawain
454,1999-07-04,small dog,['black'],f,matched,riley
455,1999-07-05,chow,['red'],f/s,matched,jasmine
456,1999-07-05,cocker spaniel,['black'],f/s,lost,toby
457,1999-07-05,collie mix shep,"['black', 'tan']",f,lost,gucci
458,1999-07-05,lab mix,"['tan', 'black', 'white']",m/n,lost,bailey
459,1999-07-05,rottweiler (long tail),"['black', 'tan']",m,matched,disco
460,1999-07-06,chihuahua mix beagle,"['brown', 'tan', 'white']",m,lost,charlie
461,1999-07-06,chow mix,['red'],f,matched,jasmine
462,1999-07-06,husky mix chow,"['black', 'white']",m/n,matched,reginald
463,1999-07-06,mongrel mix,"['brown', 'black', 'white']",m,lost,bill
464,1999-07-06,pekinese,['tan'],m/n,lost,lucky
465,1999-07-06,pitbull,['tan'],m,lost,scar
466,1999-07-06,pitbull (red nose),['tan'],m,lost,scar
467,1999-07-06,siberian husky,"['silver', 'black markings']",m/n,lost,kuno
468,1999-07-07,cairn terrier,['blonde'],m/n,lost,tavish
469,1999-07-07,corgi  mix,['golden'],m,found,columbus
470,1999-07-07,lab,['black'],f,lost,unknown
471,1999-07-07,terrier mix,['black'],m/n,lost,smitty
472,1999-07-08,airedale,"['salt', 'pepper']",m/n,lost,beethoveen
473,1999-07-08,husky,"['grey', 'white']",m,matched,shiner
474,1999-07-08,lab mix,['black'],f,found,unknown
475,1999-07-08,lab mix collie,"['black', 'white']",m,lost,winston
476,1999-07-08,shitzu,"['brown', 'white']",m/n,lost,charlie
477,1999-07-08,wheaten terrier,['blonde'],m,lost,auggie
478,1999-07-09,akita,['tan'],unknown,matched,unknown
479,1999-07-09,bichon mix poodle,['white w black eye patch'],f,matched,daisy
480,1999-07-10,border collie,['black'],f/s,lost,coco
481,1999-07-10,pom,"['orange', 'brown']",f,lost,cherry
482,1999-07-10,yorkie,"['black', 'tan']",m/n,lost,kisaac
483,1999-07-11,border collie,['black'],f,matched,jen
484,1999-07-11,poodle mix terrier,['grey'],m/n,matched,bru
485,1999-07-11,pug,['tan'],f,matched,unknown
486,1999-07-11,rottweiler,"['black', 'tan']",m,lost,dag
487,1999-07-12,border collie mix,"['black', 'tan']",f/s,lost,chelsea
488,1999-07-12,husky mix,"['brown', 'white']",f,found,unknown
489,1999-07-13,bichon frise,['white'],f,found,unknown
490,1999-07-13,border collie,"['black', 'white']",f/s,lost,coco
491,1999-07-13,lab mix beagle,['black'],f,lost,pup
492,1999-07-13,spaniel mix setter,"['white', 'liver']",m,matched,unknown
493,1999-07-13,staff mix shep,"['brown', 'white']",f,lost,julia
494,1999-07-14,dalmation,"['white', 'black']",m/n,found,unknown
495,1999-07-14,peke,"['tan', 'brown', 'gold']",m,lost,lucky
496,1999-07-15,mini schnauzer,['grey'],m,lost,spy
497,1999-07-15,pitbull mix rott,['brown'],m/n,lost,hungi
498,1999-07-15,sheperd mix,"['brown', 'white']",m/n,lost,bear
499,1999-07-16,airedale,"['black', 'tan']",m/n,matched,spike
500,1999-07-16,lab,['yellow'],m/n,lost,willie
501,1999-07-16,lab mix,['black'],f/s,matched,sheila
502,1999-07-16,maltese poodle,['tan'],m,lost,scruffy
503,1999-07-16,shep mix,"['black', 'tan']",f,lost,canook
504,1999-07-16,shep mix,"['tan', 'black']",f,found,unknown
505,1999-07-17,husky mix shep,"['gold', 'black']",m/n,matched,kynoch
506,1999-07-17,pom,['orange'],f,lost,toni
507,1999-07-17,sheltie,['tri'],m/n,lost,haita
508,1999-07-17,terrier mix,"['gold', 'silver']",m/n,matched,unknown
509,1999-07-17,yorkie  mix,"['black', 'brown']",m/n,matched,dong dong
510,1999-07-18,collie mix shep mix ret,"['tan', 'black stripes']",m/n,found,unknown
511,1999-07-18,lhasa mix terrier,"['sandy (beige', 'lt brn)']",f,lost,suzie
512,1999-07-18,shih tzu,"['black', 'white']",f/s,matched,portia
513,1999-07-20,boxer mix lab,['brindle'],m/n,lost,waylon
514,1999-07-20,german shepherd (pb),"['black', 'tan']",m,lost,de de
515,1999-07-20,pom,"['redish', 'brown', 'beige']",m,lost,unknown
516,1999-07-20,pom mix,['blonde'],m/n,matched,roo
517,1999-07-20,shep mix coyote,"['tan', 'black']",f,found,unknown
518,1999-07-20,terrier mix spaniel mix sheltie mix?,['tan'],m,lost,unknown
519,1999-07-21,lhasa apso,['tan'],f,lost,suzie
520,1999-07-21,pointer mix hound,"['white', 'black']",m,found,memphis
521,1999-07-21,pomeranian,['gold'],m,matched,fred
522,1999-07-22,cocker spaniel,"['black', 'white']",m,lost,bob
523,1999-07-22,sheltie,"['tan', 'white']",f,lost,unknown
524,1999-07-22,sheperd mix husky,['golden'],m/n,lost,bear
525,1999-07-23,pom,['black'],m/n,lost,teddy
526,1999-07-24,poodle,['blonde'],f,found,unknown
527,1999-07-26,pit mix,"['black', 'white']",f,found,unknown
528,1999-07-27,border collie,"['black', 'white']",m,lost,cisco
529,1999-07-27,coonhound,"['black', 'tan']",f/s,lost,harmony
530,1999-07-27,lab mix bulldog,['golden'],m/n,lost,boo boo
531,1999-07-27,newfie mix lab,['black'],m,matched,fred
532,1999-07-27,pomeranian mix,"['brindle', 'white snout']",f/s,lost,dingo
533,1999-07-28,beagle,['tri'],f,found,unknown
534,1999-07-28,husky wolf?,"['grey', 'black']",m,lost,spike leather collar
535,1999-07-28,pitbull,['brown'],m/n,matched,unknown
536,1999-07-28,pomeranian,['sable'],f,found,unknown
537,1999-07-28,pomeranian,"['sable', 'white tail']",m,found,unknown
538,1999-07-28,rottweiler,"['black', 'tan']",m,lost,kelo
539,1999-07-28,sheltie,['tri'],m,matched,simba
540,1999-07-29,mini poodle,['tan'],m,found,unknown
541,1999-07-29,rott   (pup),"['black', 'tan']",f,lost,timber
542,1999-07-29,sheltie,['tri'],m,matched,unknown
543,1999-07-30,carin terrier,['brown'],m/n,lost,toto
544,1999-07-30,lab mix,['brown'],m,found,unknown
545,1999-07-30,maltipoo,['white'],m/n,lost,brew
546,1999-07-30,poodle,['apricot'],m,lost,pebbles
547,1999-07-31,fox terrier,"['black', ' white']",f/s,lost,shany
548,1999-07-31,pitbull,['brown'],m/n,matched,unknown
549,1999-07-31,red nose pitbull,['brown'],m/n,matched,unknown
550,1999-07-31,staffordshire terrier,['red'],f,matched,sasha
551,1999-08-01,basenji,"['brown', 'white']",f,matched,unknown
552,1999-08-01,sheltie,['tri coloured'],f,lost,lacey
553,1999-08-03,burnese mnt dog,"['black', 'brown']",m,matched,unknown
554,1999-08-03,cockapoo,"['grey', 'apricot']",f,lost,lucy
555,1999-08-03,cocker spaniel,['golden'],f/s,lost,derry
556,1999-08-03,lab mix,['black'],m/n,matched,dudley
557,1999-08-03,lab mix,"['black', 'white']",m/n,matched,unknown
558,1999-08-03,lab mix setter,['black'],f,lost,ebony
559,1999-08-03,lhasa apso,['beige'],f,found,unknown
560,1999-08-03,lhasa apso,"['white', 'black']",f,lost,unknown
561,1999-08-03,maltese,"['white', 'black']",m,lost,pooky
562,1999-08-03,pomeranian,['brown'],m,lost,sandy
563,1999-08-03,poodle,['black'],unknown,found,unknown
564,1999-08-03,sheltie mix bord collie,['blonde'],f/s,lost,tasho
565,1999-08-03,shep mix border,"['black', 'white']",f/s,lost,blue (midnite blue)
566,1999-08-03,shep mix rotty,"['black', 'tan']",m/n,matched,golliath
567,1999-08-03,shepherd,"['brown', 'black', 'grey']",m,lost,meesho
568,1999-08-03,shih tzu,"['black', ' white']",m,matched,archie
569,1999-08-03,toy poodle,['white'],m/n,matched,nikki
570,1999-08-03,yorkie,"['black', 'tan']",m,matched,unknown
571,1999-08-03,yorkshire terrier,"['black', 'blonde']",m/n,matched,felix
572,1999-08-04,airedale,['brownish'],m/n,matched,unknown
573,1999-08-04,bernese mntn dog,"['black', 'white', 'tan']",m/n,matched,ben
574,1999-08-04,border collie,"['brown', 'white']",m/n,matched,coco
575,1999-08-04,husky mix,"['tan', 'black', 'white']",f/s,lost,tia
576,1999-08-04,plott hound,"['black', 'brown']",m/n,lost,micky
577,1999-08-04,poodle mix ?,"['wht', ' black ears, face', 'tail']",f,lost,unknown
578,1999-08-04,shepherd  mix,"['tan', 'black', 'grey']",f/s,lost,zena
579,1999-08-05,chow,['red'],m,found,lexington
580,1999-08-05,long hair chihuahua,"['tan', 'black mask']",m,lost,little bit
581,1999-08-05,maltipoo,['white'],m,lost,scruffy
582,1999-08-05,retreiver,['golden'],f,found,unknown
583,1999-08-05,rottweiler,"['black', 'tan']",f/s,lost,kiwi
584,1999-08-05,shih tzu,['white'],m,found,unknown
585,1999-08-06,chi,['black'],m/n,lost,zulu
586,1999-08-06,english setter pointer,"['white', 'black spots']",m/n,matched,joey
587,1999-08-06,golden retriever,"['gold', 'red']",m/n,found,unknown
588,1999-08-06,keeshound,"['grey', 'black']",f/s,matched,sasha
589,1999-08-06,lab,['chocolate'],f/s,lost,nula
590,1999-08-06,rottweiler,"['black', 'tan']",m,lost,kilo
591,1999-08-06,shep mix husky,"['black', 'tan']",m/n,lost,homer
592,1999-08-07,australian kelpie,['brown'],m,matched,cody
593,1999-08-07,rotty,"['black', 'tan']",m,lost,kain
594,1999-08-07,sheltie,['tri'],f/s,lost,libby
595,1999-08-07,terrier mix maltipoo,['grey'],m,matched,taz
596,1999-08-08,chihuahua,['black w white chest'],m/n,lost,zulu
597,1999-08-08,min pin,['red'],m,matched,thunder
598,1999-08-08,miniature pincher,['red'],m,matched,thunder
599,1999-08-09,border collie,"['black', 'white']",f/s,matched,cara
600,1999-08-09,collie,"['sable', 'white', 'some black']",m,lost,teddy
601,1999-08-09,maltese,['white'],m,lost,unknown
602,1999-08-10,maltese,['white'],m,lost,benji
603,1999-08-10,shiba inu,['golden red'],f,matched,gigi
604,1999-08-10,welsh terrier,"['grey', 'black', 'tan face']",m/n,matched,arliff
605,1999-08-11,cocker spaniel,['blonde'],m/n,lost,sparky
606,1999-08-11,not really sure,['white'],f,matched,unknown
607,1999-08-12,min amer eskimo dog,['white'],f/s,matched,fender
608,1999-08-13,pug,['beige'],f,found,unknown
609,1999-08-14,border collie mix,"['black', 'white']",m/n,found,unknown
610,1999-08-15,chihuahua,['beige'],f/s,lost,cleo
611,1999-08-15,dacshund,"['black', 'brown']",f/s,lost,shrimpy
612,1999-08-15,pitbull mix,['red'],f,lost,justice
613,1999-08-15,pitbull mix,"['white', 'brown patches']",m,lost,grumpy
614,1999-08-15,rotty,"['black', 'tan']",f,found,unknown
615,1999-08-16,golden retreiver,['golden'],m,matched,bruce
616,1999-08-16,husky mix malamute,"['white', 'grey', 'black']",m/n,lost,titus
617,1999-08-16,rott hound mix,"['black', 'tan']",m,lost,disco
618,1999-08-16,rottweiller,"['black', 'tan']",f,lost,timber
619,1999-08-16,shep mix,"['black', 'tan (short haired)']",m,matched,unknown
620,1999-08-16,shepherd mix,"['black', 'tan']",f/s,matched,casey
621,1999-08-17,chi mix russel,"['black', 'white']",m,matched,tex
622,1999-08-17,lab mix shep,['black'],m,lost,sonic
623,1999-08-17,pom mix terrier,['brown'],f/s,lost,coco
624,1999-08-17,spinger spaniel,"['liver', 'white']",f/s,lost,daisy
625,1999-08-19,lab mix,"['black', 'tan', 'star on chest']",m,lost,jake
626,1999-08-19,shep,['sable'],m/n,lost,sherlock
627,1999-08-19,shih tzu mix,"['white', 'black']",f,found,?????
628,1999-08-19,terrier mix,['dark brown'],f,lost,snoopy
629,1999-08-20,american eskimo,['white'],m/n,lost,fluffy
630,1999-08-20,german shepherd,['black'],m,lost,jake
631,1999-08-20,lhasa apso mix ?,"['tan', 'white', 'grey']",m,matched,unknown
632,1999-08-20,poodle mix,['grey'],f,found,unknown
633,1999-08-21,golden retriever,['gold'],m,lost,brutus
634,1999-08-21,mutt (corgie?),"['tan', 'white']",m,found,unknown
635,1999-08-21,poodle mix,['blonde'],m,matched,charly
636,1999-08-22,??? shep mix ???,"['black', 'tan']",f,found,unknown
637,1999-08-22,heeler mix wolf,"['black', 'white']",m/n,matched,deifer
638,1999-08-22,shep mix,"['fawn', 'black']",m,lost,saba
639,1999-08-24,golden retriever,['golden'],m/n,lost,brutus
640,1999-08-24,pitbull mix,['brindle'],f,lost,paige
641,1999-08-24,poodle mix cairn terrier,['golden brown'],m,matched,yoby
642,1999-08-24,retiever,['gold'],m,matched,unknown
643,1999-08-25,lab mix,['black'],m/n,lost,lucky
644,1999-08-25,rottweiler (pup),"['black', 'tan']",m,lost,tyson
645,1999-08-26,lab mix,['black'],m/n,lost,kramer
646,1999-08-26,lab mix,['white'],f,matched,daisy
647,1999-08-26,shep mix,"['black', 'tan']",m,lost,unknown
648,1999-08-26,shiih tzu,"['white', 'black']",f,lost,bibi
649,1999-08-26,terrier mix,"['black', 'white']",f/s,matched,unknown
650,1999-08-27,american eskimo,['white'],m,lost,fluffy
651,1999-08-27,bichon frise,['white'],m,lost,crosby
652,1999-08-27,golden lab mix sheperd,"['golden', 'black muzzle']",m/n,matched,bailey
653,1999-08-27,shep mix,"['black', 'tan']",m,matched,unknown
654,1999-08-27,shep mix lab,['tan'],m,matched,baily
655,1999-08-27,shiba inu,['brown'],m,lost,yingo
656,1999-08-27,springer spaniel,"['white', 'liver']",m/n,matched,codie
657,1999-08-27,terrier mix,"['black', 'white']",f/s,matched,cara
658,1999-08-27,toy pom,"['black', 'beige']",m,matched,cheeko
659,1999-08-29,bichon frise,['white'],m/n,matched,teddy
660,1999-08-29,border collie mix,"['black', 'white']",m,found,unknown
661,1999-08-29,pitbull mix shep,"['tan', 'white']",f,lost,texas
662,1999-08-29,sheltie,['tri coloured'],m/n,matched,chip
663,1999-08-30,american bulldog,['white (brn patch on lft ear)'],m,lost,beeser
664,1999-08-30,beagle,['tri colour'],m,found,unknown
665,1999-08-30,golden retriever,['gold'],m/n,matched,bailey
666,1999-08-30,maltipoo,['black'],m,found,unknown
667,1999-08-30,pitbull,['brindle'],m,found,unknown
668,1999-08-30,shepherd,"['black', 'tan']",m,matched,shakur
669,1999-08-30,wolf mix husky,['white'],f/s,lost,lucy
670,1999-08-31,lhasa mix terrier,['white'],m,matched,bubba
671,1999-09-01,golden retriever,['blonde'],m/n,found,unknown
672,1999-09-01,rabbit,"['white', 'grey']",unknown,lost,unknown
673,1999-09-03,border collie mix husky,"['white l', 's of face black']",f,found,unknown
674,1999-09-03,husky mix,"['black', 'brown', 'white']",m/n,matched,primo
675,1999-09-03,jr terrier,"['brown', 'white']",m/n,matched,duke
676,1999-09-03,staff mix lab,"['brown', 'white']",m,matched,pup
677,1999-09-04,mastiff mix shep,['reddish brown'],m/n,matched,gage
678,1999-09-04,rottweiller,"['black', 'tan']",m/n,matched,rufus
679,1999-09-05,doby,"['black', 'tan']",f,matched,unknown
680,1999-09-05,lab,['golden'],f/s,matched,beanies
681,1999-09-05,lab mix mastiff,['reddish brown'],m,lost,bowser
682,1999-09-05,maltese,['white'],m,lost,fang
683,1999-09-07,american red nose pit,"['beige', 'white']",m,lost,taz
684,1999-09-07,cocker spaniel,['gold'],m/n,lost,polo
685,1999-09-07,g.s.h. pointer,"['brown', 'white']",m,lost,buddy
686,1999-09-07,poodle mix sheltie,['black'],m/n,found,tyler
687,1999-09-07,soft coated wheaton terrier,['light brown blonde'],m/n,matched,walker
688,1999-09-08,amer pitbull mix,['tan'],m,lost,dutch
689,1999-09-09,am staff,['tan'],f/s,lost,coko
690,1999-09-09,rottweiler,"['black', 'brown']",f/s,matched,skully
691,1999-09-09,shep mix lab,"['black', 'tan', 'white']",m,found,unknown
692,1999-09-10,jr terrier mix,"['white', 'brown ears']",m/n,found,unknown
693,1999-09-10,mastif mix shep,['tan'],m/n,lost,gage
694,1999-09-10,rottweiler,"['black', 'tan']",m/n,lost,rufis
695,1999-09-10,rottweiller,"['black', 'tan']",f/s,found,mercedes
696,1999-09-10,spaniel mix terrier,['black'],m,found,unknown
697,1999-09-11,cockapoo,"['black', 'white']",f/s,lost,snuggles
698,1999-09-11,jack russel mix dacshound,['black'],f/s,matched,megan
699,1999-09-11,shih tzu,"['black', 'white']",m,matched,bounce
700,1999-09-12,malamute,"['grey', 'white', 'black']",f/s,matched,nishka
701,1999-09-12,maltipoo mix,"['brown', 'tan']",m,lost,unknown
702,1999-09-12,rottweiller,"['black', 'tan']",f/s,matched,scully
703,1999-09-13,boxer,['brindle'],f/s,matched,gucci
704,1999-09-13,dalmation,"['white', 'black']",m,matched,charlie
705,1999-09-13,lab,['black'],m,lost,kangta
706,1999-09-13,pomeranian mix,"['black', 'white chest']",f,lost,chum chum
707,1999-09-14,?,['golden'],unknown,found,unknown
708,1999-09-14,lab  mix,['golden'],m,found,unknown
709,1999-09-14,lab mix,['black'],f,lost,jewel
710,1999-09-14,samoyed,['white'],f,matched,unknown
711,1999-09-14,sheltie,['tri-colr'],m,lost,seymour
712,1999-09-14,soft coated wheaton terrier,['white'],f,lost,bella
713,1999-09-16,alsation,['black'],m,matched,aries
714,1999-09-16,cockapoo,"['black', 'grey']",m/n,lost,teddie
715,1999-09-16,golden lab,['golden'],m,lost,vini
716,1999-09-16,mixed breed ?,['white'],m,lost,tomy
717,1999-09-17,lab,['black'],f/s,lost,phoenix
718,1999-09-17,pomeranian,['brown'],f,found,unknown
719,1999-09-18,border collie mix shep,['black'],f/s,lost,lucy
720,1999-09-18,maltipoo,['cream'],f/s,lost,belu
721,1999-09-19,husky mix  malamute,"['biege', 'tan']",f,lost,pia
722,1999-09-19,mini poodle,['grey'],f/s,matched,bijou
723,1999-09-19,rhodesian ridgeback,['brown'],f,matched,zuri
724,1999-09-20,belgian malanois,"['blonde ', 'black']",m,lost,xerxes
725,1999-09-20,eskimo dog,['white'],m,found,unknown
726,1999-09-20,long haired dachshund,"['black', 'tan']",f/s,matched,mocha
727,1999-09-21,keeshound,['grey'],f/s,lost,xena
728,1999-09-21,lab mix,"['black', 'white']",m,matched,blacky
729,1999-09-21,lab mix great dane,"['black', 'white']",m,lost,kiitos
730,1999-09-21,pibull mix,['white'],f,lost,zero
731,1999-09-21,rotty mix,"['black', 'brown']",m/n,lost,rocky
732,1999-09-22,shepherd,"['black', 'tan']",m,found,unknown
733,1999-09-22,spitz,['white'],f/s,found,unknown
734,1999-09-23,husky mix,"['tan', 'black']",f/s,matched,ally
735,1999-09-23,malamute,"['white', 'silver']",m/n,lost,kokanee
736,1999-09-23,retriever,['golden'],m/n,lost,honeybear
737,1999-09-24,afgan hound,"['black', 'cream']",f,lost,maggie
738,1999-09-24,pom,['lite brown'],f,lost,shelly
739,1999-09-24,shep mix heeler,"['black', 'tan']",m/n,matched,buddy
740,1999-09-25,american eskimo,['white'],f,lost,unknown
741,1999-09-27,basset mix shepherd,"['black', 'brown']",m,matched,kamodo
742,1999-09-27,german shepherd,"['tan', 'black']",m,matched,shadow
743,1999-09-27,poodle (miniature),"['apricot', 'beige']",f/s,lost,gracy
744,1999-09-27,samoyed,['white'],f/s,matched,lexi
745,1999-09-27,teacup poodle,['black'],f/s,lost,tasha
746,1999-09-28,jinisland,['white'],m,lost,sanai
747,1999-09-28,yorkshire terrier,"['ta n', 'brown', 'grey']",m/n,matched,terry
748,1999-09-29,border collie mix shep,"['black', 'white']",f,lost,unknown
749,1999-09-29,collie mix ret,['light tan'],m,matched,charly
750,1999-09-29,golden retriever,['golden'],m/n,matched,jellybean
751,1999-09-29,jack russel terrier,"['black', 'white']",m/n,matched,tango
752,1999-09-30,bouvier,"['black', 'grey']",m,matched,vinny
753,1999-09-30,cocker spaniel,['golden'],f,matched,clover
754,1999-09-30,cocker spaniel mix ?,"['gold', 'white']",f,found,unknown
755,1999-09-30,lab,['black'],m/n,lost,kallo
